18/08/2023 11:28:06 | Info | User | Fropops-142c7908-1818-4e0e-9dad-12318e155825 |  | Connexion to TeamServer
18/08/2023 17:22:21 | Info | User | Fropops-0b885b52-b130-4b2f-8b6a-13e0d3b8ee6a | 9b7e19c3a0 | Command tasked to agent : Start
18/08/2023 17:23:19 | Info | User | Fropops-0627f537-d83f-4a87-9d85-e685232f9a5f |  | Connexion to TeamServer
18/08/2023 17:23:20 | Info | User | Fropops-0627f537-d83f-4a87-9d85-e685232f9a5f |  | Connexion to TeamServer
18/08/2023 17:23:42 | Info | User | Fropops-0627f537-d83f-4a87-9d85-e685232f9a5f | e4d4a17470 | Command tasked to agent : Start
18/08/2023 17:31:50 | Info | User | Fropops-f6166a1b-726c-4d6f-90fd-dd27136a5d8d |  | Connexion to TeamServer
18/08/2023 17:31:52 | Info | User | Fropops-f6166a1b-726c-4d6f-90fd-dd27136a5d8d |  | Connexion to TeamServer
18/08/2023 17:32:20 | Info | User | Fropops-f6166a1b-726c-4d6f-90fd-dd27136a5d8d | a496cbb81a | Command tasked to agent : StartAs
18/08/2023 17:33:14 | Info | User | Fropops-9840c055-9073-4ef7-9986-0df3b1929af5 |  | Connexion to TeamServer
18/08/2023 17:33:16 | Info | User | Fropops-9840c055-9073-4ef7-9986-0df3b1929af5 |  | Connexion to TeamServer
18/08/2023 17:36:47 | Info | User | Fropops-e5285b27-5e76-43ff-a9a9-64bdf60ecda2 |  | Connexion to TeamServer
18/08/2023 17:36:49 | Info | User | Fropops-e5285b27-5e76-43ff-a9a9-64bdf60ecda2 |  | Connexion to TeamServer
18/08/2023 17:38:38 | Info | User | Fropops-e5285b27-5e76-43ff-a9a9-64bdf60ecda2 | 70c100b883 | Command tasked to agent : StartAs
18/08/2023 17:39:30 | Info | User | Fropops-e5285b27-5e76-43ff-a9a9-64bdf60ecda2 | 70c100b883 | Command tasked to agent : StartAs
18/08/2023 17:43:14 | Info | User | Fropops-ae59de75-0b9d-444d-9726-3de97801344a |  | Connexion to TeamServer
18/08/2023 17:43:16 | Info | User | Fropops-ae59de75-0b9d-444d-9726-3de97801344a |  | Connexion to TeamServer
18/08/2023 17:44:10 | Info | User | Fropops-ae59de75-0b9d-444d-9726-3de97801344a | f6334427c4 | Command tasked to agent : StartAs
18/08/2023 17:44:33 | Info | User | Fropops-ae59de75-0b9d-444d-9726-3de97801344a | f6334427c4 | Command tasked to agent : StartAs
18/08/2023 17:44:54 | Info | User | Fropops-ae59de75-0b9d-444d-9726-3de97801344a | f6334427c4 | Command tasked to agent : StartAs
18/08/2023 17:45:15 | Info | User | Fropops-ae59de75-0b9d-444d-9726-3de97801344a | f6334427c4 | Command tasked to agent : Exit
18/08/2023 17:45:18 | Info | User | Fropops-ae59de75-0b9d-444d-9726-3de97801344a |  | Exit TeamServer
